"LEAGUE","NAME","DY+/-","PLAYER ID","POS","SEASON","GP","EV P1/GP","PP P1/GP","P1/GP","EV G","EV A1","EV A2","EV P1","PP G","PP A1","PP A2","PP P1","SH G","SH A1","SH A2","EV SHOTS","EV SH%","PP SHOTS","PP SH%","SHOTS","S%","TG","TP1","TP","TP/GP","Goals/P1","EV GF","EV GA","EV GF%","EV GF%Rel","OFF EV GF","OFF EV GA","eTOI/GP","P1/e60","DOB","AGE SEPT 15","AGE DEC 31","#","TEAM","HT","SHOOTS","DRAFT YEAR","NHL DRAFT","DRAFT TEAM","NHL TEAM","HEATMAP"
"AHL","Jaime Sifers","DY+9","10747/jaime-sifers","D","2010","54","0.0741","0.0000","0.0926","2","2","3","4","0","0","0","0","1","0","0","0","0.00","0","0.00","87","3.45","3","5","8","0.1481","50.00","27","35","43.55","- 7.84","74","70","19.37","0.2869","1983-01-18","27.66","27.95","24","HOU","5'11","R","2001","-","-","-",""
"SHL","Martin Laumann Ylven","DY+3","20572/martin-laumann-ylven","F","2010","54","0.0926","0.0000","0.0926","2","3","1","5","0","0","0","0","0","0","0","44","4.55","0","0.00","44","4.55","2","5","6","0.1111","40.00","8","12","40.00","- 15.90","90","71","7.15","0.7770","1988-12-22","21.73","22.03","35","LHC","6'02","L","2007","-","-","-",""
"WHL","Kyle Verdino","DY","26078/kyle-verdino","D","2010","54","0.0741","0.0185","0.0926","1","3","4","4","0","1","2","1","0","0","1","0","0.00","0","0.00","0","0.00","1","5","12","0.2222","20.00","34","39","46.58","- 0.53","65","73","16.62","0.3344","1991-10-27","18.88","19.18","2","KEL/SC","-","L","2010","-","-","-",""
"AHL","Jesse Boulerice","DY+14","4730/jesse-boulerice","F","2010","54","0.0926","0.0000","0.0926","4","1","2","5","0","0","0","0","0","0","0","0","0.00","0","0.00","36","11.11","4","5","7","0.1296","80.00","14","10","58.33","4.40","96","82","9.68","0.5740","1978-08-10","32.10","32.39","18","WBS","6'02","R","1996","PHI (1996) - #133","PHI","-",""
"SHL","David Fredriksson","DY+6","15323/david-fredriksson","F","2010","44","0.0455","0.0455","0.0909","2","0","1","2","1","1","0","2","0","0","0","25","8.00","10","10.00","35","8.57","3","4","5","0.1136","75.00","4","17","19.05","- 30.29","75","77","8.48","0.6430","1985-10-04","24.95","25.24","54","SSK","6'04","L","2004","STL (2004) - #211","STL","-",""
"AHL","Alex Berry","DY+6","15992/alex-berry","F","2010","55","0.0909","0.0000","0.0909","3","2","1","5","0","0","1","0","0","0","0","0","0.00","0","0.00","71","4.23","3","5","7","0.1273","60.00","9","26","25.71","- 20.71","78","90","11.59","0.4705","1986-03-06","24.53","24.82","27","TOR","6'02","R","2004","TOR (2005) - #153","TOR","-",""
"NCAA","Andrew Fernandez","DY+6","16763/andrew-fernandez","D","2010","22","0.0909","0.0000","0.0909","1","1","1","2","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","1","2","3","0.1364","50.00","9","6","60.00","9.25","34","33","12.82","0.4254","1986-08-06","24.11","24.40","6","NMU","5'11","L","2004","-","-","-",""
"SHL","Sebastian Karlsson","DY+5","16950/sebastian-karlsson","F","2010","55","0.0909","0.0000","0.0909","3","2","1","5","0","0","0","0","0","0","0","47","6.38","0","0.00","49","6.12","3","5","6","0.1091","60.00","9","17","34.62","- 22.62","91","68","10.05","0.5427","1986-09-19","23.99","24.28","12","LHC","6'00","L","2005","-","-","-",""
"NCAA","Brad Sellers","DY+5","18290/brad-sellers","D","2010","33","0.0909","0.0000","0.0909","1","2","0","3","0","0","0","0","0","0","1","0","0.00","0","0.00","0","0.00","1","3","4","0.1212","33.33","20","28","41.67","- 9.06","35","34","21.66","0.2518","1987-07-06","23.19","23.49","3","AFA","6'01","R","2005","-","-","-",""
"NCAA","Mike McLaughlin","DY+4","19932/mike-mclaughlin","F","2010","33","0.0909","0.0000","0.0909","1","2","1","3","0","0","1","0","0","0","0","0","0.00","0","0.00","0","0.00","1","3","5","0.1515","33.33","9","13","40.91","- 4.15","41","50","13.24","0.4119","1988-07-03","22.20","22.49","18","NOE","5'09","R","2006","-","-","-",""
"NCAA","Matt Marshall","DY+4","20188/matt-marshall","F","2010","33","0.0606","0.0303","0.0909","1","1","1","2","0","1","1","1","0","0","0","0","0.00","0","0.00","0","0.00","1","3","5","0.1515","33.33","6","10","37.50","- 18.15","69","55","11.16","0.4886","1988-08-30","22.04","22.33","17","VER","6'01","R","2006","TBL (2007) - #150","TBL","-",""
"NCAA","Julien Cayer","DY+3","21745/julien-cayer","F","2010","22","0.0455","0.0455","0.0909","1","0","3","1","1","0","0","1","0","0","0","0","0.00","0","0.00","0","0.00","2","2","5","0.2273","100.00","5","10","33.33","- 4.17","24","40","12.15","0.4488","1989-07-06","21.19","21.49","81","CLK","6'04","L","2007","DET (2008) - #151","DET","-",""
"NCAA","Ryan Hegarty","DY+2","23402/ryan-hegarty","D","2010","33","0.0606","0.0000","0.0909","1","1","4","2","0","0","1","0","0","1","0","0","0.00","0","0.00","0","0.00","1","3","8","0.2424","50.00","19","16","54.29","3.80","52","51","17.01","0.3207","1990-05-16","20.33","20.63","44","MNE","6'00","L","2008","ANA (2008) - #113","ANA","-",""
"OHL","Kyle Pereira","DY+1","24593/kyle-pereira","D","2010","55","0.0182","0.0727","0.0909","0","1","2","1","4","0","4","4","0","0","0","0","0.00","0","0.00","0","0.00","4","5","11","0.2000","80.00","16","23","41.03","- 3.07","71","90","15.44","0.3533","1991-02-02","19.62","19.91","3","BRA","-","L","2009","-","-","-",""
"WHL","Ben Wilson","DY+1","24986/ben-wilson","D","2010","66","0.0606","0.0303","0.0909","2","2","6","4","2","0","2","2","0","0","1","0","0.00","0","0.00","0","0.00","4","6","15","0.2273","66.67","38","38","50.00","- 5.93","99","78","15.24","0.3580","1991-03-26","19.47","19.76","2","CAL","-","R","2009","-","-","-",""
"QMJHL","Marco Desveaux","DY","26154/marco-desveaux","F","2010","22","0.0909","0.0000","0.0909","2","0","0","2","0","0","0","0","0","0","0","0","0.00","0","0.00","14","14.29","2","2","2","0.0909","100.00","7","8","46.67","10.52","30","53","10.46","0.5216","1991-11-17","18.83","19.12","91","LEW","-","R","2010","-","-","-",""
"SHL","Peter Nylander","DY+16","2734/peter-nylander","F","2010","22","0.0909","0.0000","0.0909","1","1","0","2","0","0","0","0","0","0","0","12","8.33","1","0.00","13","7.69","1","2","2","0.0909","50.00","5","9","35.71","- 18.38","33","28","7.62","0.7161","1976-01-20","34.65","34.95","11","TIK","5'11","L","1994","-","-","-",""
"OHL","Keevin Cutting","DY-1","27992/keevin-cutting","D","2010","66","0.0909","0.0000","0.0909","2","4","2","6","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","2","6","8","0.1212","33.33","45","68","39.82","- 11.80","111","104","17.63","0.3094","1992-09-22","17.98","18.28","2","OS","-","L","2011","-","-","-",""
"QMJHL","Mathieu Gagnon (92-11)","DY-1","28160/mathieu-gagnon","D","2010","22","0.0000","0.0909","0.0909","0","0","0","0","1","1","0","2","0","0","0","0","0.00","0","0.00","21","4.76","1","2","2","0.0909","50.00","5","6","45.45","9.56","28","50","13.81","0.3950","1992-11-02","17.87","18.16","2","GAT","-","L","2011","-","-","-",""
"OHL","Curtis Crombeen","DY-1","28694/curtis-crombeen","D","2010","33","0.0303","0.0606","0.0909","1","0","1","1","0","2","0","2","0","0","0","0","0.00","0","0.00","0","0.00","1","3","4","0.1212","33.33","21","21","50.00","2.07","58","63","15.95","0.3420","1993-02-12","17.59","17.89","5","OS","-","L","2011","-","-","-",""
"SHL","Fredrik Emvall","DY+16","3074/fredrik-emvall","F","2010","55","0.0909","0.0000","0.0909","3","2","2","5","0","0","0","0","0","0","0","52","5.77","0","0.00","53","5.66","3","5","7","0.1273","60.00","17","17","50.00","- 4.97","83","68","13.83","0.3943","1976-06-28","34.21","34.51","33","LHC","6'04","L","1994","-","-","-",""
"WHL","Brenden Dillon","DY+1","24207/brenden-dillon","D","2010","67","0.0597","0.0299","0.0896","2","2","6","4","0","2","2","2","0","0","0","0","0.00","0","0.00","0","0.00","2","6","14","0.2090","33.33","36","48","42.86","7.30","64","116","16.29","0.3299","1990-11-13","19.84","20.13","5","SEA","-","L","2009","-","-","WSH",""
"OHL","Bjorn Krupp","DY+1","24837/bjorn-krupp","D","2010","67","0.0746","0.0149","0.0896","0","5","4","5","0","1","1","1","0","0","0","0","0.00","0","0.00","0","0.00","0","6","11","0.1642","0.00","34","74","31.48","- 9.03","79","116","18.13","0.2964","1991-03-06","19.53","19.82","4","BELV","-","L","2009","-","-","-",""
"QMJHL","Gabriel Beaupre","DY-1","28235/gabriel-beaupre","D","2010","56","0.0893","0.0000","0.0893","2","3","0","5","0","0","2","0","0","0","0","0","0.00","0","0.00","50","4.00","2","5","7","0.1250","40.00","25","58","30.12","- 10.11","70","104","18.46","0.2902","1992-11-23","17.81","18.11","9","VDO","-","L","2011","COL (2011) - #153","COL","-",""
"AHL","Eric Castonguay","DY+4","18564/eric-castonguay","F","2010","45","0.0667","0.0222","0.0889","1","2","2","3","1","0","0","1","0","0","1","0","0.00","0","0.00","58","3.45","2","4","7","0.1556","50.00","13","23","36.11","- 20.14","72","56","12.42","0.4293","1987-09-18","22.99","23.29","27","LOW","6'01","L","2006","-","-","-",""
"QMJHL","Kalin Paul","DY+2","23002/kalin-paul","D","2010","45","0.0889","0.0000","0.0889","2","2","2","4","0","0","0","0","0","0","0","0","0.00","0","0.00","52","3.85","2","4","6","0.1333","50.00","31","36","46.27","1.99","58","73","17.84","0.2990","1990-03-23","20.48","20.77","14","BAC/CAP","-","L","2008","-","-","-",""
"WHL","Reid Petryk","DY-1","28618/reid-petryk","F","2010","45","0.0889","0.0000","0.0889","1","3","3","4","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","1","4","7","0.1556","25.00","11","6","64.71","12.48","94","86","9.15","0.5831","1993-02-02","17.62","17.91","17","MH","-","R","2011","-","-","-",""
"NCAA","Gregg Rodriguez","DY+6","15515/gregg-rodriguez","D","2010","34","0.0882","0.0000","0.0882","1","2","3","3","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","1","3","6","0.1765","33.33","29","26","52.73","- 8.27","61","39","19.11","0.2770","1985-12-20","24.74","25.03","3","SAC","6'03","L","2004","-","-","-",""
"NCAA","Ricky Doriott","DY+4","18606/ricky-doriott","D","2010","34","0.0588","0.0000","0.0882","0","2","2","2","0","0","0","0","0","1","0","0","0.00","0","0.00","0","0.00","0","3","5","0.1471","0.00","10","24","29.41","- 8.24","32","53","16.54","0.3201","1987-10-02","22.95","23.25","23","MTU","6'05","L","2006","-","-","-",""
"NCAA","Sean Lorenz","DY+2","22914/sean-lorenz","D","2010","34","0.0588","0.0294","0.0882","1","1","0","2","1","0","0","1","0","0","0","0","0.00","0","0.00","0","0.00","2","3","3","0.0882","66.67","12","22","35.29","- 6.68","34","47","16.10","0.3287","1990-03-10","20.51","20.81","24","NDM","6'01","R","2008","MIN (2008) - #115","MIN","-",""
"WHL","Eric Mestery","DY+2","23475/eric-mestery","D","2010","68","0.0294","0.0588","0.0882","0","2","2","2","3","1","4","4","0","0","1","0","0.00","0","0.00","0","0.00","3","6","13","0.1912","50.00","26","41","38.81","- 19.80","109","77","14.40","0.3677","1990-05-28","20.30","20.59","7","LET/TC","-","L","2008","WSH (2008) - #57","WSH","-",""
"QMJHL","Pierre Durepos","DY","26724/pierre-durepos","D","2010","68","0.0735","0.0147","0.0882","1","4","4","5","0","1","0","1","0","0","1","0","0.00","0","0.00","48","2.08","1","6","11","0.1618","16.67","56","34","62.22","- 6.47","158","72","16.36","0.3236","1992-02-24","18.56","18.85","23","SNB","-","L","2010","-","-","-",""
"QMJHL","Samuel Lachance","DY","26748/samuel-lachance","D","2010","34","0.0588","0.0294","0.0882","1","1","2","2","0","1","0","1","0","0","0","0","0.00","0","0.00","13","7.69","1","3","5","0.1471","33.33","26","19","57.78","5.71","63","58","15.36","0.3446","1992-02-27","18.55","18.84","24","QUE","-","R","2010","-","-","-",""
"AHL","Jimmy Bonneau","DY+7","14430/jimmy-bonneau","F","2010","57","0.0702","0.0175","0.0877","3","1","1","4","1","0","0","1","0","0","0","0","0.00","0","0.00","31","12.90","4","5","6","0.1053","80.00","8","11","42.11","- 12.81","123","101","9.04","0.5820","1985-03-22","25.48","25.78","27","RCH","6'02","L","2003","MTL (2003) - #241","MTL","-",""
"QMJHL","Pierre Luc Pelletier","DY+1","25621/pierre-luc-pelletier","D","2010","57","0.0877","0.0000","0.0877","2","3","7","5","0","0","0","0","0","0","0","0","0.00","0","0.00","56","3.57","2","5","12","0.2105","40.00","48","29","62.34","1.40","117","75","16.78","0.3137","1991-07-11","19.18","19.47","25","VIC","-","L","2009","-","-","-",""
"OHL","Craig Duininck","DY-1","29273/craig-duininck","D","2010","57","0.0877","0.0000","0.0877","1","4","5","5","0","0","0","0","0","0","2","0","0.00","0","0.00","0","0.00","1","5","12","0.2105","20.00","42","30","58.33","- 3.43","147","91","14.68","0.3585","1993-04-29","17.38","17.67","8","WSR","-","R","2011","-","-","-",""
"NCAA","Brett Leonard","DY+5","17157/brett-leonard","F","2010","23","0.0870","0.0000","0.0870","2","0","2","2","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","2","2","4","0.1739","100.00","7","3","70.00","23.95","35","41","10.81","0.4828","1986-11-26","23.80","24.10","26","VER","5'06","L","2005","-","-","-",""
"NCAA","Mikael Lickteig","DY+5","17978/mikael-lickteig","F","2010","23","0.0435","0.0000","0.0870","0","1","0","1","0","0","0","0","0","1","0","0","0.00","0","0.00","0","0.00","0","2","2","0.0870","0.00","1","8","11.11","- 25.00","26","46","10.28","0.5074","1987-05-04","23.36","23.66","17","MTU","6'00","R","2005","-","-","-",""
"NCAA","Matt Miller (87)","DY+5","18276/matt-miller","D","2010","23","0.0870","0.0000","0.0870","1","1","3","2","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","1","2","5","0.2174","50.00","15","17","46.88","25.94","9","34","19.38","0.2692","1987-07-02","23.20","23.50","8","CON","6'01","-","2005","-","-","-",""
"NCAA","Marc Senecal","DY+4","19359/marc-senecal","F","2010","23","0.0870","0.0000","0.0870","2","0","3","2","0","0","2","0","0","0","0","0","0.00","0","0.00","0","0.00","2","2","7","0.3043","100.00","8","7","53.33","7.98","39","47","11.18","0.4668","1988-03-20","22.49","22.78","24","BRN","6'01","L","2006","-","-","-",""
"NCAA","Matt Ferreira","DY+3","20430/matt-ferreira","F","2010","23","0.0870","0.0000","0.0870","0","2","1","2","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0","2","3","0.1304","0.00","6","6","50.00","- 4.17","39","33","10.62","0.4912","1988-11-02","21.87","22.16","17","UML","5'11","L","2007","-","-","-",""
"NCAA","Sebastian Geoffrion","DY+3","21832/sebastian-geoffrion","F","2010","23","0.0870","0.0000","0.0870","2","0","0","2","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","2","2","2","0.0870","100.00","6","9","40.00","- 6.55","27","31","11.13","0.4689","1989-07-26","21.14","21.43","22","ALH","5'10","L","2007","-","-","-",""
"NCAA","Michael Cichy","DY+2","23721/mike-cichy","F","2010","23","0.0870","0.0000","0.0870","2","0","2","2","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","2","2","4","0.1739","100.00","7","7","50.00","- 8.49","31","22","11.35","0.4597","1990-07-08","20.19","20.48","8","NDK","5'11","L","2008","MTL (2009) - #199","MTL","-",""
"QMJHL","Philippe Fontaine","DY+1","24725/philippe-fontaine","F","2010","23","0.0870","0.0000","0.0870","1","1","1","2","0","0","0","0","0","0","0","0","0.00","0","0.00","26","3.85","1","2","3","0.1304","50.00","7","11","38.89","- 11.11","43","43","12.09","0.4316","1991-02-20","19.57","19.86","21","MTL","-","L","2009","-","-","-",""
"QMJHL","Frederic Tanguay","DY","27771/frederic-tanguay","F","2010","23","0.0435","0.0435","0.0870","1","0","0","1","1","0","0","1","0","0","0","0","0.00","0","0.00","16","12.50","2","2","2","0.0870","100.00","5","1","83.33","25.15","64","46","9.10","0.5735","1992-08-05","18.11","18.41","28","VIC","-","L","2010","-","-","-",""
"QMJHL","Scott Trask","DY-1","28267/scott-trask","F","2010","46","0.0870","0.0000","0.0870","3","1","0","4","0","0","0","0","0","0","0","0","0.00","0","0.00","22","13.64","3","4","4","0.0870","75.00","13","12","52.00","- 7.09","91","63","9.63","0.5417","1992-12-04","17.78","18.08","18","MON","-","L","2011","-","-","-",""
"WHL","Keegan Lowe","DY-1","29051/keegan-lowe","D","2010","69","0.0725","0.0145","0.0870","2","3","4","5","0","1","4","1","0","0","0","0","0.00","0","0.00","0","0.00","2","6","14","0.2029","33.33","35","49","41.67","1.11","88","129","15.65","0.3334","1993-03-29","17.46","17.76","4","EDM","-","L","2011","CAR (2011) - #73","CAR","-",""
"SHL","Emil Kaberg","DY+14","4262/emil-kaberg","F","2010","46","0.0652","0.0217","0.0870","1","2","1","3","1","0","0","1","0","0","0","53","1.89","5","20.00","59","3.39","2","4","5","0.1087","50.00","8","14","36.36","- 12.46","62","65","13.23","0.3943","1978-02-17","32.58","32.87","27","FBK","6'01","L","1996","-","-","-",""
"WHL","Curtis Kulchar","DY+2","23020/curtis-kulchar","D","2010","58","0.0862","0.0000","0.0862","1","4","3","5","0","0","0","0","0","0","1","0","0.00","0","0.00","0","0.00","1","5","9","0.1552","20.00","28","28","50.00","- 1.55","83","78","14.27","0.3624","1990-03-24","20.48","20.77","5","EVT/KAM","-","R","2008","-","-","-",""
"NCAA","Mark Armstrong","DY+4","18684/mark-armstrong","F","2010","35","0.0857","0.0000","0.0857","3","0","2","3","0","0","1","0","0","0","0","0","0.00","0","0.00","0","0.00","3","3","6","0.1714","100.00","8","9","47.06","- 3.88","54","52","10.63","0.4840","1987-10-26","22.89","23.18","95","STL","6'02","L","2006","-","-","-",""
"AHL","Hugo Carpentier","DY+4","19350/hugo-carpentier","F","2010","35","0.0571","0.0286","0.0857","0","2","2","2","0","1","1","1","0","0","0","0","0.00","0","0.00","20","0.00","0","3","6","0.1714","0.00","7","12","36.84","- 12.71","55","56","10.17","0.5057","1988-03-17","22.49","22.79","25","ABB","6'02","L","2006","CGY (2006) - #118","CGY","-",""
"QMJHL","Marc Andre Levasseur","DY","26808/marc-andre-levasseur","F","2010","47","0.0638","0.0000","0.0851","2","1","2","3","0","0","0","0","1","0","0","0","0.00","0","0.00","57","5.26","3","4","6","0.1277","66.67","10","27","27.03","- 17.94","76","93","12.16","0.4199","1992-03-04","18.53","18.83","10","CHI/MTL","-","R","2010","-","-","-",""
"WHL","Scott McKay","DY","27486/scott-mckay","D","2010","47","0.0851","0.0000","0.0851","2","2","1","4","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","2","4","5","0.1064","50.00","21","15","58.33","2.85","91","73","13.00","0.3929","1992-06-11","18.26","18.56","3","MH","-","L","2010","-","-","-",""
"WHL","Sean Aschim","DY-1","28355/sean-aschim","F","2010","47","0.0851","0.0000","0.0851","2","2","0","4","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","2","4","4","0.0851","50.00","6","13","31.58","- 21.36","99","88","9.50","0.5372","1992-12-30","17.71","18.00","20","KEL/PA","-","R","2011","-","-","-",""
"AHL","Jassen Cullimore","DY+19","1377/jassen-cullimore","D","2010","59","0.0678","0.0169","0.0847","2","2","3","4","0","1","0","1","0","0","0","0","0.00","0","0.00","58","3.45","2","5","8","0.1356","40.00","32","38","45.71","- 7.01","87","78","18.07","0.2814","1972-12-04","37.78","38.08","4","RFD","6'05","L","1991","-","-","-",""
"OHL","Ryan Gottschalk","DY+2","22352/ryan-gottschalk","D","2010","59","0.0678","0.0169","0.0847","0","4","5","4","0","1","0","1","0","0","0","0","0.00","0","0.00","0","0.00","0","5","10","0.1695","0.00","43","42","50.59","- 10.87","118","74","16.99","0.2992","1989-12-16","20.75","21.04","20","BAR/GUE","-","L","2008","-","-","-",""
"OHL","Brian Shaw","DY+2","22604/brian-shaw","D","2010","59","0.0847","0.0000","0.0847","3","2","2","5","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","3","5","7","0.1186","60.00","12","15","44.44","- 5.56","114","114","11.27","0.4514","1990-01-30","20.63","20.92","16","SSM","-","L","2008","-","-","-",""
"OHL","Matteo Baldassarra","DY","26397/matteo-baldassarra","F","2010","59","0.0847","0.0000","0.0847","2","3","0","5","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","2","5","5","0.0847","40.00","10","8","55.56","6.45","110","114","8.95","0.5684","1992-01-13","18.67","18.97","28","NIAG","-","L","2010","-","-","-",""
